user;document;corpus;paragraph;visit;system_relevance;perceived_relevance;system_relevance_type;method;f_total_time;f_fixn_n;f_fixn_dur_sum;f_fixn_dur_avg;f_fixn_dur_sd;f_scan_distance_h;f_scan_distance_v;f_scan_distance_euclid;f_scan_hv_ratio;f_avg_sacc_length;f_scan_speed_h;f_scan_speed_v;f_scan_speed;f_box_area;f_box_area_per_time;f_fixns_per_box_area;f_hull_area_per_time;f_fixns_per_hull_area
A01;g-rel_q116-1;g-rel;0;;True;True;r;LongestVisitFeatureExtractor;43.99838998344651;145.0;41.35920964754547;0.28523592860376185;0.156584091282641;12.8456032954074;3.606711899607899;14.17229604990228;3.5615828635505653;0.09841872256876584;0.2919562124941457;0.08197372451502999;0.3221094238956088;46.33039026318831;1.0530019457670876;0.3195199328495746;0.004990106343625643;660.4218242752114
A01;g-rel_q118-1;g-rel;0;;True;True;r;LongestVisitFeatureExtractor;22.811005669671136;62.0;21.533010637437982;0.3473066231844836;0.24138223796017505;5.7086234931531745;1.2874823694657103;5.9500329409090025;4.433943041505247;0.09754152362145906;0.250257422922094;0.05644128049897906;0.2608404481184272;7.349752101352469;0.32220201984012;0.11854438873149144;0.0061180656172295685;444.25582048643497
A01;g-rel_q103-1;g-rel;0;;False;False;i;LongestVisitFeatureExtractor;24.826494340185956;72.0;23.464652660360205;0.32589795361611396;0.21686019685738334;6.321118791583649;1.5715947185763257;6.793462679849445;4.022104882936878;0.09568257295562599;0.25461181530377525;0.06330312677422317;0.27363761418594873;9.934236908346428;0.4001465842185441;0.1379755126159226;0.007895604057207658;367.30914071853823
A01;g-rel_q076-1;g-rel;0;;True;False;r;LongestVisitFeatureExtractor;31.520035301976012;94.0;29.82048464133409;0.31723919831206476;0.18198944739840023;8.28721805778441;1.9761918970632475;8.86578532470862;4.193529014110303;0.09533102499686688;0.26291906015932914;0.06269637321565305;0.28127460010023586;16.377133174989773;0.5195785162703507;0.1742248210105295;0.007600249469804118;392.385825534917
A01;g-rel_q097-2;g-rel;0;;False;False;t;LongestVisitFeatureExtractor;33.77566342008709;102.0;32.10013978861239;0.3147072528295332;0.16051983689140767;9.0922771427779;1.754008029159776;9.629329919163508;5.183714664711873;0.0953399001897377;0.269196108147221;0.051931119970737;0.2850966922365985;15.947927111778345;0.472172135108789;0.1563522265860622;0.007334460763935735;411.7447723743529
A01;g-rel_q094-2;g-rel;0;;False;False;t;LongestVisitFeatureExtractor;51.07961763428425;134.0;48.70578308039087;0.3634759931372453;0.17987259529300018;12.833243856071121;3.2210644893459315;14.078010373503899;3.984162347111851;0.10584970205642029;0.2512400141276223;0.0630596828740546;0.27560915734135893;41.336706067907535;0.8092602878092544;0.3084828811037876;0.004386776609922816;598.0143997165287
A01;g-rel_q088-1;g-rel;0;;False;False;t;LongestVisitFeatureExtractor;52.593969417920384;141.0;50.17156156892821;0.3558266777938171;0.21054420194296053;11.84514324060907;3.8661919815113017;13.618476140624571;3.0637752334220045;0.09727482957588979;0.22521865855922762;0.07351017662861498;0.25893607748846464;45.79559781669558;0.8707385718084175;0.32479147387727364;0.004186308723655964;640.4008659119319
A01;g-rel_q075-1;g-rel;0;;False;False;i;LongestVisitFeatureExtractor;19.28803483547966;57.0;18.14280776712304;0.3182948731074217;0.23945427154907126;5.081402008678511;1.2310555711612747;5.388892592805165;4.12767882109915;0.0962302248715208;0.26344840477638765;0.06382483138701053;0.2793904427677872;6.255488252093773;0.3243196264135226;0.10974540793146971;0.00833477335235944;354.5627273554598
A01;g-rel_q128-1;g-rel;0;;True;True;r;LongestVisitFeatureExtractor;32.03077005228865;78.0;30.536482811324085;0.3914933693759498;0.24356324616410616;6.972961368554583;2.2001170759359536;7.875313146375371;3.1693592331163605;0.10227679410877105;0.21769571437625657;0.06868761107973274;0.2458671188210371;15.341331376798674;0.47895605855727813;0.196683735599983;0.0029948135923623365;813.1252125991388
A01;g-rel_q122-2;g-rel;0;;False;False;i;LongestVisitFeatureExtractor;20.293896068485115;60.0;19.027788470629538;0.31712980784382566;0.16835867913017477;5.453586172035837;2.5590041644376873;6.74135305676415;2.1311361067027423;0.11426022130108729;0.2687303686602024;0.12609723415365406;0.3321862413217421;13.955749725359492;0.6876821325123329;0.23259582875599155;0.010448353864092881;282.96840424073616
A01;g-rel_q085-2;g-rel;0;;False;False;i;LongestVisitFeatureExtractor;16.48197875946013;49.0;15.613871611924552;0.3186504410596847;0.15262755284224439;3.838917497830471;1.5315401199408911;4.4322947666303065;2.5065732512306838;0.09233947430479805;0.23291605661286602;0.09292210251525994;0.26891763612341213;5.879456165070465;0.3567202852810282;0.11998890132796868;0.011848883167631444;250.90499808040778
A01;g-rel_q134-3;g-rel;0;;False;False;t;LongestVisitFeatureExtractor;38.68491165272824;128.0;36.09386616819971;0.28198332943906024;0.14914595097835553;11.910386015968397;3.101489422825994;13.06758782584591;3.840214939413197;0.10289439232949536;0.3078819495023565;0.08017310342253975;0.3377954677304872;36.93993625030062;0.9548926098606055;0.2885932519554736;0.005941222264368098;556.9196742035672
A03;g-rel_q128-1;g-rel;0;;True;True;r;LongestVisitFeatureExtractor;24.501774346801056;59.0;22.850646414921208;0.38729909177832555;0.17445948957257706;5.73616563032547;1.9541318349803214;6.449269605454612;2.93540360360755;0.11119430354232089;0.2341122544488041;0.07975470703963332;0.2632164313559857;11.209223868938961;0.45748620937742146;0.1899868452362536;0.003811863389207512;631.7091215773718
A03;g-rel_q075-1;g-rel;0;;False;False;i;LongestVisitFeatureExtractor;36.06762766838074;27.0;35.46509463015186;1.3135220233389577;2.164874738118341;1.7478613021872937;1.2086640191161642;2.39408544101182;1.4461101468590234;0.09208020926968538;0.04846066722928895;0.03351104847341426;0.06637767981370822;2.112577066359307;0.05857266482240337;0.0782435950503447;0.0032027964110873247;233.73128850471346
A03;g-rel_q116-1;g-rel;0;;True;True;r;LongestVisitFeatureExtractor;36.8217530551154;100.0;34.652222596876236;0.34652222596876237;0.25550755170683587;8.851267033941546;1.9215896401210488;9.311385667145343;4.606221249914716;0.09405440067823578;0.2403814674628018;0.05218626167105032;0.25287730470648445;17.00850303436704;0.46191453755361495;0.1700850303436704;0.005005543399050624;542.5556716457199
A03;g-rel_q134-3;g-rel;0;;False;False;t;LongestVisitFeatureExtractor;35.245643802370346;90.0;33.185129241616394;0.36872365824018216;0.22703407033051398;8.941305549210204;1.2473607253250023;9.120830741239883;7.168179475011552;0.1024812442835942;0.253685408595342;0.03539049342719382;0.25877895130479894;11.153033375215308;0.31643721526985535;0.12392259305794787;0.005326033806589516;479.4387615028664
A03;g-rel_q076-1;g-rel;0;;True;True;r;LongestVisitFeatureExtractor;51.058383812742356;141.0;48.02163311158326;0.3405789582381792;0.2101125194500503;12.277074263275498;2.3127784487295058;12.816536814748693;5.308365905095556;0.09154669153391923;0.24045168190794902;0.045296742200295;0.25101728369925685;28.394152769555248;0.5561114678774669;0.20137696999684573;0.004994710654757704;552.8937931598313
A03;g-rel_q085-2;g-rel;0;;False;False;i;LongestVisitFeatureExtractor;43.20006242952479;119.0;40.41646008050937;0.3396341183236081;0.22280376358016415;10.842292555063983;2.901760654633759;12.139135052617746;3.736453086766532;0.10287402586964192;0.2509786316339647;0.06717028845427248;0.2809980905101965;31.461737942313196;0.7282799184292587;0.2643843524564134;0.00493735278684836;557.9155000187116
A03;g-rel_q122-2;g-rel;0;;False;False;i;LongestVisitFeatureExtractor;33.89337089738571;73.0;32.097456152111704;0.43969118016591374;0.5664846868477194;6.49328906559538;1.9621333069523366;7.25886013897014;3.3093006691176425;0.10081750193014083;0.1915799135251025;0.057891359136062845;0.21416754801246507;12.74069874727411;0.375905329270652;0.17453011982567274;0.006052427975170884;355.85941951846286
A03;g-rel_q094-2;g-rel;0;;False;False;t;LongestVisitFeatureExtractor;46.83269655891242;106.0;44.37416076426029;0.41862415815339893;0.23843981712837428;10.281977040363849;1.8438854682479855;10.721449664182616;5.576255801903754;0.10210904442078682;0.2195469788383807;0.03937175528486813;0.22893086351958714;18.95878804958633;0.40481948387783817;0.17885649103383333;0.004675993717746484;484.0417046269164
A03;g-rel_q088-1;g-rel;0;;False;False;t;LongestVisitFeatureExtractor;45.96023462914406;107.0;43.36939812015976;0.4053214777585024;0.26911446493815433;10.03500665295888;2.28331021566628;10.796171980103018;4.394937921315532;0.10185067905757565;0.2183410666619081;0.0496801253102916;0.23490245572543286;22.9130332049801;0.49854038800860706;0.21414049724280468;0.004581708043165904;508.12917238880624
A03;g-rel_q097-2;g-rel;0;;False;False;t;LongestVisitFeatureExtractor;59.67472809717004;116.0;57.02358912677882;0.4915826648860243;0.6968208442174525;9.754104379411078;2.1309280619088797;10.403826032881154;4.577397310481414;0.09046805245983612;0.16345452573371086;0.03570905356181983;0.1743422444412367;20.785294740875365;0.34830983573197155;0.17918357535237384;0.004359299157483691;445.91375261126075
A03;g-rel_q103-1;g-rel;0;;False;False;i;LongestVisitFeatureExtractor;30.067420620686658;74.0;28.066942936103903;0.37928301265005276;0.2453648143995048;6.946417527610022;2.76245190453914;8.137046216219982;2.5145840607020062;0.1114663865235614;0.23102804910477834;0.09187525392978166;0.2706266799161888;19.18914432887037;0.6382038742514569;0.2593127612009509;0.007121520792508642;345.5912992925603
