paragraph_id|label_id|x1|y1|x2|y2|text
-1|0|0.29261363636363635|0.0|0.35003551136363636|0.03680555555555556|CROWS
-1|1|0.35003551136363636|0.0|0.41878551136363634|0.03680555555555556|SOARING
-1|2|0.41878551136363634|0.0|0.4601917613636363|0.03680555555555556|HIGH
-1|3|0.4601917613636363|0.0|0.48714488636363634|0.03680555555555556|ON
-1|4|0.48714488636363634|0.0|0.5293323863636363|0.03680555555555556|`LIFE'
0|0|0.29261363636363635|0.050694444444444445|0.31800426136363635|0.0875|It's
0|1|0.31800426136363635|0.050694444444444445|0.3449573863636364|0.0875|the
0|2|0.3449573863636364|0.050694444444444445|0.3879261363636364|0.0875|curse
0|3|0.3879261363636364|0.050694444444444445|0.40823863636363633|0.0875|of
0|4|0.40823863636363633|0.050694444444444445|0.4504261363636363|0.0875|being
0|5|0.4504261363636363|0.050694444444444445|0.4828480113636363|0.0875|part
0|6|0.4828480113636363|0.050694444444444445|0.5031605113636364|0.0875|of
0|7|0.5031605113636364|0.050694444444444445|0.5301136363636363|0.0875|the
0|8|0.5301136363636363|0.050694444444444445|0.6070667613636364|0.0875|supporting
0|9|0.6070667613636364|0.050694444444444445|0.6652698863636364|0.0875|musical
0|10|0.29261363636363635|0.0875|0.3301136363636364|0.12430555555555556|cast,
0|11|0.3301136363636364|0.0875|0.3523792613636364|0.12430555555555556|as
0|12|0.3523792613636364|0.0875|0.41605113636363633|0.12430555555555556|opposed
0|13|0.41605113636363633|0.0875|0.43558238636363633|0.12430555555555556|to
0|14|0.43558238636363633|0.0875|0.45003551136363634|0.12430555555555556|a
0|15|0.45003551136363634|0.0875|0.48909801136363634|0.12430555555555556|band
0|16|0.48909801136363634|0.0875|0.5387073863636364|0.12430555555555556|leader,
0|17|0.5387073863636364|0.0875|0.5695667613636364|0.12430555555555556|and
0|18|0.5695667613636364|0.0875|0.6125355113636364|0.12430555555555556|dates
0|19|0.6125355113636364|0.0875|0.6508167613636363|0.12430555555555556|back
0|20|0.6508167613636363|0.0875|0.6703480113636363|0.12430555555555556|to
0|21|0.29261363636363635|0.12430555555555556|0.33441051136363636|0.16111111111111112|when
0|22|0.33441051136363636|0.12430555555555556|0.3605823863636364|0.16111111111111112|big
0|23|0.3605823863636364|0.12430555555555556|0.4074573863636363|0.16111111111111112|bands
0|24|0.4074573863636363|0.12430555555555556|0.4457386363636363|0.16111111111111112|were
0|25|0.4457386363636363|0.12430555555555556|0.4973011363636363|0.16111111111111112|named
0|26|0.4973011363636363|0.12430555555555556|0.5223011363636363|0.16111111111111112|for
0|27|0.5223011363636363|0.12430555555555556|0.5890980113636364|0.16111111111111112|frontmen
0|28|0.5890980113636364|0.12430555555555556|0.6176136363636363|0.16111111111111112|like
0|29|0.6176136363636363|0.12430555555555556|0.6742542613636363|0.16111111111111112|Tommy
0|30|0.29261363636363635|0.16111111111111112|0.3449573863636364|0.19791666666666666|Dorsey
0|31|0.3449573863636364|0.16111111111111112|0.3758167613636364|0.19791666666666666|and
0|32|0.3758167613636364|0.16111111111111112|0.41800426136363633|0.19791666666666666|Harry
0|33|0.41800426136363633|0.16111111111111112|0.4730823863636363|0.19791666666666666|James.
1|0|0.29261363636363635|0.21180555555555555|0.31097301136363636|0.24861111111111112|In
1|1|0.31097301136363636|0.21180555555555555|0.3488636363636364|0.24861111111111112|rock,
1|2|0.3488636363636364|0.21180555555555555|0.3984730113636364|0.24861111111111112|unless
1|3|0.3984730113636364|0.21180555555555555|0.41292613636363634|0.24861111111111112|a
1|4|0.41292613636363634|0.21180555555555555|0.45901988636363633|0.24861111111111112|player
1|5|0.45901988636363633|0.21180555555555555|0.47659801136363633|0.24861111111111112|is
1|6|0.47659801136363633|0.21180555555555555|0.49105113636363634|0.24861111111111112|a
1|7|0.49105113636363634|0.21180555555555555|0.5519886363636364|0.24861111111111112|member
1|8|0.5519886363636364|0.21180555555555555|0.5723011363636363|0.24861111111111112|of
1|9|0.5723011363636363|0.21180555555555555|0.5992542613636364|0.24861111111111112|the
1|10|0.5992542613636364|0.21180555555555555|0.6574573863636364|0.24861111111111112|Beatles,
1|11|0.6574573863636364|0.21180555555555555|0.6844105113636363|0.24861111111111112|the
1|12|0.29261363636363635|0.24861111111111112|0.34339488636363635|0.28541666666666665|Rolling
1|13|0.34339488636363635|0.24861111111111112|0.3957386363636364|0.28541666666666665|Stones
1|14|0.3957386363636364|0.24861111111111112|0.41566051136363635|0.28541666666666665|or
1|15|0.41566051136363635|0.24861111111111112|0.4426136363636363|0.28541666666666665|the
1|16|0.4426136363636363|0.24861111111111112|0.48519176136363634|0.28541666666666665|Spice
1|17|0.48519176136363634|0.24861111111111112|0.5242542613636363|0.28541666666666665|Girls,
1|18|0.5242542613636363|0.24861111111111112|0.5570667613636363|0.28541666666666665|he's
1|19|0.5570667613636363|0.24861111111111112|0.5883167613636363|0.28541666666666665|just
1|20|0.5883167613636363|0.24861111111111112|0.6027698863636364|0.28541666666666665|a
1|21|0.6027698863636364|0.24861111111111112|0.6797230113636363|0.28541666666666665|supporting
1|22|0.29261363636363635|0.28541666666666665|0.3426136363636364|0.32222222222222224|player.
